Row Sort ID,Control ID,Statement ID,Control Statement,Supplemental Guidance
ca-07-A,CA-7,A,Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics];,
ca-07-B,CA-7,B,Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness;,
ca-07-C,CA-7,C,Ongoing control assessments in accordance with the continuous monitoring strategy;,
ca-07-D,CA-7,D,Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy;,
ca-07-E,CA-7,E,Correlation and analysis of information generated by control assessments and monitoring;,
ca-07-F,CA-7,F,Response actions to address results of the analysis of control assessment and monitoring information; and,
ca-07-G,CA-7,G,Reporting the security and privacy status of the system to [Assignment: organization-defined organization-defined personnel or roles] [Assignment: organization-defined organization-defined frequency].,
ca-07.01-,CA-7.1,,Employ independent assessors or assessment teams to monitor the controls in the system on an ongoing basis.,"Organizations maximize the value of control assessments by requiring that assessments be conducted by assessors with appropriate levels of independence. The level of required independence is based on organizational continuous monitoring strategies. Assessor independence provides a degree of impartiality to the monitoring process. To achieve such impartiality, assessors do not create a mutual or conflicting interest with the organizations where the assessments are being conducted, assess their own work, act as management or employees of the organizations they are serving, or place themselves in advocacy positions for the organizations acquiring their services."
ca-07.04-,CA-7.4,,Ensure risk monitoring is an integral part of the continuous monitoring strategy that includes the following:,Risk monitoring is informed by the established organizational risk tolerance. Effectiveness monitoring determines the ongoing effectiveness of the implemented risk response measures. Compliance monitoring verifies that required risk response measures are implemented. It also verifies that security and privacy requirements are satisfied. Change monitoring identifies changes to organizational systems and environments of operation that may affect security and privacy risk.
ca-07.04-A,CA-7.4,A,Effectiveness monitoring;,
ca-07.04-B,CA-7.4,B,Compliance monitoring; and,
ca-07.04-C,CA-7.4,C,Change monitoring.,
ca-09-,CA-9,,,"Internal system connections are connections between organizational systems and separate constituent system components (i.e., connections between components that are part of the same system) including components used for system development. Intra-system connections include connections with mobile devices, notebook and desktop computers, tablets, printers, copiers, facsimile machines, scanners, sensors, and servers. Instead of authorizing each internal system connection individually, organizations can authorize internal connections for a class of system components with common characteristics and/or configurations, including printers, scanners, and copiers with a specified processing, transmission, and storage capability or smart phones and tablets with a specific baseline configuration. The continued need for an internal system connection is reviewed from the perspective of whether it provides support for organizational missions or business functions."
ca-09-A,CA-9,A,Authorize internal connections of [Assignment: organization-defined system components or classes of components] to the system;,
ca-09-B,CA-9,B,"Document, for each internal connection, the interface characteristics, security and privacy requirements, and the nature of the information communicated;",
ca-09-C,CA-9,C,Terminate internal system connections after [Assignment: organization-defined conditions] ; and,
ca-09-D,CA-9,D,Review [Assignment: organization-defined frequency] the continued need for each internal connection.,
ca-09.01-,CA-9.1,,Perform security and privacy compliance checks on constituent system components prior to the establishment of the internal connection.,Compliance checks include verification of the relevant baseline configuration.
cm-01-,CM-1,,,"Configuration management policy and procedures address the controls in the CM family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of configuration management policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to configuration management policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
cm-01-A,CM-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
cm-01-A.1,CM-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] configuration management policy that:",
cm-01-A.1.A,CM-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
cm-01-A.1.B,CM-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
cm-01-A.2,CM-1,A.2,Procedures to facilitate the implementation of the configuration management policy and the associated configuration management controls;,
cm-01-B,CM-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the configuration management policy and procedures; and",
cm-01-C,CM-1,C,Review and update the current configuration management:,
cm-01-C.1,CM-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
cm-01-C.2,CM-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
cm-02-,CM-2,,,"Baseline configurations for systems and system components include connectivity, operational, and communications aspects of systems. Baseline configurations are documented, formally reviewed, and agreed-upon specifications for systems or configuration items within those systems. Baseline configurations serve as a basis for future builds, releases, or changes to systems and include security and privacy control implementations, operational procedures, information about system components, network topology, and logical placement of components in the system architecture. Maintaining baseline configurations requires creating new baselines as organizational systems change over time. Baseline configurations of systems reflect the current enterprise architecture."
cm-02-A,CM-2,A,"Develop, document, and maintain under configuration control, a current baseline configuration of the system; and",
cm-02-B,CM-2,B,Review and update the baseline configuration of the system:,
cm-02-B.1,CM-2,B.1,[Assignment: organization-defined frequency];,
cm-02-B.2,CM-2,B.2,When required due to [Assignment: organization-defined circumstances] ; and,
cm-02-B.3,CM-2,B.3,When system components are installed or upgraded.,
cm-02.02-,CM-2.2,,"Maintain the currency, completeness, accuracy, and availability of the baseline configuration of the system using [Assignment: organization-defined automated mechanisms].","Automated mechanisms that help organizations maintain consistent baseline configurations for systems include configuration management tools, hardware, software, firmware inventory tools, and network management tools. Automated tools can be used at the organization level, mission and business process level, or system level on workstations, servers, notebook computers, network components, or mobile devices. Tools can be used to track version numbers on operating systems, applications, types of software installed, and current patch levels. Automation support for accuracy and currency can be satisfied by the implementation of [CM-8(2)](#cm-8.2) for organizations that combine system component inventory and baseline configuration activities."
cm-02.03-,CM-2.3,,Retain [Assignment: organization-defined number] of previous versions of baseline configurations of the system to support rollback.,"Retaining previous versions of baseline configurations to support rollback include hardware, software, firmware, configuration files, configuration records, and associated documentation."
cm-02.06-,CM-2.6,,Maintain a baseline configuration for system development and test environments that is managed separately from the operational baseline configuration.,"Establishing separate baseline configurations for development, testing, and operational environments protects systems from unplanned or unexpected events related to development and testing activities. Separate baseline configurations allow organizations to apply the configuration management that is most appropriate for each type of configuration. For example, the management of operational configurations typically emphasizes the need for stability, while the management of development or test configurations requires greater flexibility. Configurations in the test environment mirror configurations in the operational environment to the extent practicable so that the results of the testing are representative of the proposed changes to the operational systems. Separate baseline configurations do not necessarily require separate physical environments."
cm-02.07-,CM-2.7,,,"When it is known that systems or system components will be in high-risk areas external to the organization, additional controls may be implemented to counter the increased threat in such areas. For example, organizations can take actions for notebook computers used by individuals departing on and returning from travel. Actions include determining the locations that are of concern, defining the required configurations for the components, ensuring that components are configured as intended before travel is initiated, and applying controls to the components after travel is completed. Specially configured notebook computers include computers with sanitized hard drives, limited applications, and more stringent configuration settings. Controls applied to mobile devices upon return from travel include examining the mobile device for signs of physical tampering and purging and reimaging disk drives. Protecting information that resides on mobile devices is addressed in the [MP](#mp) (Media Protection) family."
cm-02.07-A,CM-2.7,A,Issue [Assignment: organization-defined systems or system components] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and,
cm-02.07-B,CM-2.7,B,Apply the following controls to the systems or components when the individuals return from travel: [Assignment: organization-defined controls].,
cm-03-,CM-3,,,"Configuration change control for organizational systems involves the systematic proposal, justification, implementation, testing, review, and disposition of system changes, including system upgrades and modifications. Configuration change control includes changes to baseline configurations, configuration items of systems, operational procedures, configuration settings for system components, remediate vulnerabilities, and unscheduled or unauthorized changes. Processes for managing configuration changes to systems include Configuration Control Boards or Change Advisory Boards that review and approve proposed changes. For changes that impact privacy risk, the senior agency official for privacy updates privacy impact assessments and system of records notices. For new systems or major upgrades, organizations consider including representatives from the development organizations on the Configuration Control Boards or Change Advisory Boards. Auditing of changes includes activities before and after changes are made to systems and the auditing activities required to implement such changes. See also [SA-10](#sa-10)."
cm-03-A,CM-3,A,Determine and document the types of changes to the system that are configuration-controlled;,
cm-03-B,CM-3,B,Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses;,
cm-03-C,CM-3,C,Document configuration change decisions associated with the system;,
cm-03-D,CM-3,D,Implement approved configuration-controlled changes to the system;,
cm-03-E,CM-3,E,Retain records of configuration-controlled changes to the system for [Assignment: organization-defined time period];,
cm-03-F,CM-3,F,Monitor and review activities associated with configuration-controlled changes to the system; and,
cm-03-G,CM-3,G,"Coordinate and provide oversight for configuration change control activities through [Assignment: organization-defined configuration change control element] that convenes [Selection: [Assignment: organization-defined frequency], when [Assignment: organization-defined configuration change conditions]].",
cm-03.02-,CM-3.2,,"Test, validate, and document changes to the system before finalizing the implementation of the changes.","Changes to systems include modifications to hardware, software, or firmware components and configuration settings defined in [CM-6](#cm-6) . Organizations ensure that testing does not interfere with system operations that support organizational mission and business functions. Individuals or groups conducting tests understand security and privacy policies and procedures, system security and privacy policies and procedures, and the health, safety, and environmental risks associated with specific facilities or processes. Operational systems may need to be taken offline, or replicated to the extent feasible, before testing can be conducted. If systems must be taken offline for testing, the tests are scheduled to occur during planned system outages whenever possible. If the testing cannot be conducted on operational systems, organizations employ compensating controls."
cm-03.04-,CM-3.4,,Require [Assignment: organization-defined organization-defined security and privacy representatives] to be members of the [Assignment: organization-defined configuration change control element].,"Information security and privacy representatives include system security officers, senior agency information security officers, senior agency officials for privacy, or system privacy officers. Representation by personnel with information security and privacy expertise is important because changes to system configurations can have unintended side effects, some of which may be security- or privacy-relevant. Detecting such changes early in the process can help avoid unintended, negative consequences that could ultimately affect the security and privacy posture of systems. The configuration change control element referred to in the second organization-defined parameter reflects the change control elements defined by organizations in [CM-3g](#cm-3_smt.g)."
cm-04-,CM-4,,Analyze changes to the system to determine potential security and privacy impacts prior to change implementation.,"Organizational personnel with security or privacy responsibilities conduct impact analyses. Individuals conducting impact analyses possess the necessary skills and technical expertise to analyze the changes to systems as well as the security or privacy ramifications. Impact analyses include reviewing security and privacy plans, policies, and procedures to understand control requirements; reviewing system design documentation and operational procedures to understand control implementation and how specific system changes might affect the controls; reviewing the impact of changes on organizational supply chain partners with stakeholders; and determining how potential changes to a system create new risks to the privacy of individuals and the ability of implemented controls to mitigate those risks. Impact analyses also include risk assessments to understand the impact of the changes and determine if additional controls are required."
cm-04.01-,CM-4.1,,"Analyze changes to the system in a separate test environment before implementation in an operational environment, looking for security and privacy impacts due to flaws, weaknesses, incompatibility, or intentional malice.","A separate test environment requires an environment that is physically or logically separate and distinct from the operational environment. The separation is sufficient to ensure that activities in the test environment do not impact activities in the operational environment and that information in the operational environment is not inadvertently transmitted to the test environment. Separate environments can be achieved by physical or logical means. If physically separate test environments are not implemented, organizations determine the strength of mechanism required when implementing logical separation."
cm-04.02-,CM-4.2,,"After system changes, verify that the impacted controls are implemented correctly, operating as intended, and producing the desired outcome with regard to meeting the security and privacy requirements for the system.",Implementation in this context refers to installing changed code in the operational system that may have an impact on security or privacy controls.
cm-05-,CM-5,,"Define, document, approve, and enforce physical and logical access restrictions associated with changes to the system.","Changes to the hardware, software, or firmware components of systems or the operational procedures related to the system can potentially have significant effects on the security of the systems or individuals’ privacy. Therefore, organizations permit only qualified and authorized individuals to access systems for purposes of initiating changes. Access restrictions include physical and logical access controls (see [AC-3](#ac-3) and [PE-3](#pe-3) ), software libraries, workflow automation, media libraries, abstract layers (i.e., changes implemented into external interfaces rather than directly into systems), and change windows (i.e., changes occur only during specified times)."
cm-06-,CM-6,,,"Configuration settings are the parameters that can be changed in the hardware, software, or firmware components of the system that affect the security and privacy posture or functionality of the system. Information technology products for which configuration settings can be defined include mainframe computers, servers, workstations, operating systems, mobile devices, input/output devices, protocols, and applications. Parameters that impact the security posture of systems include registry settings; account, file, or directory permission settings; and settings for functions, protocols, ports, services, and remote connections. Privacy parameters are parameters impacting the privacy posture of systems, including the parameters required to satisfy other privacy controls. Privacy parameters include settings for access controls, data processing preferences, and processing and retention permissions. Organizations establish organization-wide configuration settings and subsequently derive specific configuration settings for systems. The established settings become part of the configuration baseline for the system.

Common secure configurations (also known as security configuration checklists, lockdown and hardening guides, and security reference guides) provide recognized, standardized, and established benchmarks that stipulate secure configuration settings for information technology products and platforms as well as instructions for configuring those products or platforms to meet operational requirements. Common secure configurations can be developed by a variety of organizations, including information technology product developers, manufacturers, vendors, federal agencies, consortia, academia, industry, and other organizations in the public and private sectors.

Implementation of a common secure configuration may be mandated at the organization level, mission and business process level, system level, or at a higher level, including by a regulatory agency. Common secure configurations include the United States Government Configuration Baseline [USGCB](#98498928-3ca3-44b3-8b1e-f48685373087) and security technical implementation guides (STIGs), which affect the implementation of [CM-6](#cm-6) and other controls such as [AC-19](#ac-19) and [CM-7](#cm-7) . The Security Content Automation Protocol (SCAP) and the defined standards within the protocol provide an effective method to uniquely identify, track, and control configuration settings."
cm-06-A,CM-6,A,Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations];,
cm-06-B,CM-6,B,Implement the configuration settings;,
cm-06-C,CM-6,C,"Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization-defined operational requirements] ; and",
cm-06-D,CM-6,D,Monitor and control changes to the configuration settings in accordance with organizational policies and procedures.,
cm-07-,CM-7,,,"Systems provide a wide variety of functions and services. Some of the functions and services routinely provided by default may not be necessary to support essential organizational missions, functions, or operations. Additionally, it is sometimes convenient to provide multiple services from a single system component, but doing so increases risk over limiting the services provided by that single component. Where feasible, organizations limit component functionality to a single function per component. Organizations consider removing unused or unnecessary software and disabling unused or unnecessary physical and logical ports and protocols to prevent unauthorized connection of components, transfer of information, and tunneling. Organizations employ network scanning tools, intrusion detection and prevention systems, and end-point protection technologies, such as firewalls and host-based intrusion detection systems, to identify and prevent the use of prohibited functions, protocols, ports, and services. Least functionality can also be achieved as part of the fundamental design and development of the system (see [SA-8](#sa-8), [SC-2](#sc-2) , and [SC-3](#sc-3))."
cm-07-A,CM-7,A,Configure the system to provide only [Assignment: organization-defined mission essential capabilities] ; and,
cm-07-B,CM-7,B,"Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services].",
cm-07.01-,CM-7.1,,,"Organizations review functions, ports, protocols, and services provided by systems or system components to determine the functions and services that are candidates for elimination. Such reviews are especially important during transition periods from older technologies to newer technologies (e.g., transition from IPv4 to IPv6). These technology transitions may require implementing the older and newer technologies simultaneously during the transition period and returning to minimum essential functions, ports, protocols, and services at the earliest opportunity. Organizations can either decide the relative security of the function, port, protocol, and/or service or base the security decision on the assessment of other entities. Unsecure protocols include Bluetooth, FTP, and peer-to-peer networking."
cm-07.01-A,CM-7.1,A,"Review the system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services; and",
cm-07.01-B,CM-7.1,B,"Disable or remove [Assignment: organization-defined organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure].",
cm-07.02-,CM-7.2,,"Prevent program execution in accordance with [Selection: [Assignment: organization-defined policies, rules of behavior, and/or access agreements regarding software program usage and restrictions], rules authorizing the terms and conditions of software program usage].","Prevention of program execution addresses organizational policies, rules of behavior, and/or access agreements that restrict software usage and the terms and conditions imposed by the developer or manufacturer, including software licensing and copyrights. Restrictions include prohibiting auto-execute features, restricting roles allowed to approve program execution, permitting or prohibiting specific software programs, or restricting the number of program instances executed at the same time."
cm-07.05-,CM-7.5,,,"Authorized software programs can be limited to specific versions or from a specific source. To facilitate a comprehensive authorized software process and increase the strength of protection for attacks that bypass application level authorized software, software programs may be decomposed into and monitored at different levels of detail. These levels include applications, application programming interfaces, application modules, scripts, system processes, system services, kernel functions, registries, drivers, and dynamic link libraries. The concept of permitting the execution of authorized software may also be applied to user actions, system ports and protocols, IP addresses/ranges, websites, and MAC addresses. Organizations consider verifying the integrity of authorized software programs using digital signatures, cryptographic checksums, or hash functions. Verification of authorized software can occur either prior to execution or at system startup. The identification of authorized URLs for websites is addressed in [CA-3(5)](#ca-3.5) and [SC-7](#sc-7)."
cm-07.05-A,CM-7.5,A,Identify [Assignment: organization-defined software programs authorized to execute on the system];,
cm-07.05-B,CM-7.5,B,"Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system; and",
cm-07.05-C,CM-7.5,C,Review and update the list of authorized software programs [Assignment: organization-defined frequency].,
cm-08-,CM-8,,,"System components are discrete, identifiable information technology assets that include hardware, software, and firmware. Organizations may choose to implement centralized system component inventories that include components from all organizational systems. In such situations, organizations ensure that the inventories include system-specific information required for component accountability. The information necessary for effective accountability of system components includes the system name, software owners, software version numbers, hardware inventory specifications, software license information, and for networked components, the machine names and network addresses across all implemented protocols (e.g., IPv4, IPv6). Inventory specifications include date of receipt, cost, model, serial number, manufacturer, supplier information, component type, and physical location.

Preventing duplicate accounting of system components addresses the lack of accountability that occurs when component ownership and system association is not known, especially in large or complex connected systems. Effective prevention of duplicate accounting of system components necessitates use of a unique identifier for each component. For software inventory, centrally managed software that is accessed via other systems is addressed as a component of the system on which it is installed and managed. Software installed on multiple organizational systems and managed at the system level is addressed for each individual system and may appear more than once in a centralized component inventory, necessitating a system association for each software instance in the centralized inventory to avoid duplicate accounting of components. Scanning systems implementing multiple network protocols (e.g., IPv4 and IPv6) can result in duplicate components being identified in different address spaces. The implementation of [CM-8(7)](#cm-8.7) can help to eliminate duplicate accounting of components."
cm-08-A,CM-8,A,Develop and document an inventory of system components that:,
cm-08-A.1,CM-8,A.1,Accurately reflects the system;,
cm-08-A.2,CM-8,A.2,Includes all components within the system;,
cm-08-A.3,CM-8,A.3,Does not include duplicate accounting of components or components assigned to any other system;,
cm-08-A.4,CM-8,A.4,Is at the level of granularity deemed necessary for tracking and reporting; and,
cm-08-A.5,CM-8,A.5,Includes the following information to achieve system component accountability: [Assignment: organization-defined information deemed necessary to achieve effective system component accountability] ; and,
cm-08-B,CM-8,B,Review and update the system component inventory [Assignment: organization-defined frequency].,
cm-08.01-,CM-8.1,,"Update the inventory of system components as part of component installations, removals, and system updates.","Organizations can improve the accuracy, completeness, and consistency of system component inventories if the inventories are updated as part of component installations or removals or during general system updates. If inventories are not updated at these key times, there is a greater likelihood that the information will not be appropriately captured and documented. System updates include hardware, software, and firmware components."
cm-08.03-,CM-8.3,,,"Automated unauthorized component detection is applied in addition to the monitoring for unauthorized remote connections and mobile devices. Monitoring for unauthorized system components may be accomplished on an ongoing basis or by the periodic scanning of systems for that purpose. Automated mechanisms may also be used to prevent the connection of unauthorized components (see [CM-7(9)](#cm-7.9) ). Automated mechanisms can be implemented in systems or in separate system components. When acquiring and implementing automated mechanisms, organizations consider whether such mechanisms depend on the ability of the system component to support an agent or supplicant in order to be detected since some types of components do not have or cannot support agents (e.g., IoT devices, sensors). Isolation can be achieved , for example, by placing unauthorized system components in separate domains or subnets or quarantining such components. This type of component isolation is commonly referred to as ""sandboxing."""
cm-08.03-A,CM-8.3,A,"Detect the presence of unauthorized hardware, software, and firmware components within the system using [Assignment: organization-defined organization-defined automated mechanisms] [Assignment: organization-defined frequency] ; and",
cm-08.03-B,CM-8.3,B,"Take the following actions when unauthorized components are detected: [Selection: disable network access by unauthorized components, isolate unauthorized components, notify [Assignment: organization-defined personnel or roles]].",
cm-08.04-,CM-8.4,,"Include in the system component inventory information, a means for identifying by [Selection: name, position, role] , individuals responsible and accountable for administering those components.","Identifying individuals who are responsible and accountable for administering system components ensures that the assigned components are properly administered and that organizations can contact those individuals if some action is required (e.g., when the component is determined to be the source of a breach, needs to be recalled or replaced, or needs to be relocated)."
cm-08.06-,CM-8.6,,Include assessed component configurations and any approved deviations to current deployed configurations in the system component inventory.,"Assessed configurations and approved deviations focus on configuration settings established by organizations for system components, the specific components that have been assessed to determine compliance with the required configuration settings, and any approved deviations from established configuration settings."
cm-09-,CM-9,,"Develop, document, and implement a configuration management plan for the system that:","Configuration management activities occur throughout the system development life cycle. As such, there are developmental configuration management activities (e.g., the control of code and software libraries) and operational configuration management activities (e.g., control of installed components and how the components are configured). Configuration management plans satisfy the requirements in configuration management policies while being tailored to individual systems. Configuration management plans define processes and procedures for how configuration management is used to support system development life cycle activities.

Configuration management plans are generated during the development and acquisition stage of the system development life cycle. The plans describe how to advance changes through change management processes; update configuration settings and baselines; maintain component inventories; control development, test, and operational environments; and develop, release, and update key documents.

Organizations can employ templates to help ensure the consistent and timely development and implementation of configuration management plans. Templates can represent a configuration management plan for the organization with subsets of the plan implemented on a system by system basis. Configuration management approval processes include the designation of key stakeholders responsible for reviewing and approving proposed changes to systems, and personnel who conduct security and privacy impact analyses prior to the implementation of changes to the systems. Configuration items are the system components, such as the hardware, software, firmware, and documentation to be configuration-managed. As systems continue through the system development life cycle, new configuration items may be identified, and some existing configuration items may no longer need to be under configuration control."
cm-09-A,CM-9,A,"Addresses roles, responsibilities, and configuration management processes and procedures;",
cm-09-B,CM-9,B,Establishes a process for identifying configuration items throughout the system development life cycle and for managing the configuration of the configuration items;,
cm-09-C,CM-9,C,Defines the configuration items for the system and places the configuration items under configuration management;,
cm-09-D,CM-9,D,Is reviewed and approved by [Assignment: organization-defined personnel or roles] ; and,
cm-09-E,CM-9,E,Protects the configuration management plan from unauthorized disclosure and modification.,
cm-10-,CM-10,,,"Software license tracking can be accomplished by manual or automated methods, depending on organizational needs. Examples of contract agreements include software license agreements and non-disclosure agreements."
cm-10-A,CM-10,A,Use software and associated documentation in accordance with contract agreements and copyright laws;,
cm-10-B,CM-10,B,Track the use of software and associated documentation protected by quantity licenses to control copying and distribution; and,
cm-10-C,CM-10,C,"Control and document the use of peer-to-peer file sharing technology to ensure that this capability is not used for the unauthorized distribution, display, performance, or reproduction of copyrighted work.",
cm-11-,CM-11,,,"If provided the necessary privileges, users can install software in organizational systems. To maintain control over the software installed, organizations identify permitted and prohibited actions regarding software installation. Permitted software installations include updates and security patches to existing software and downloading new applications from organization-approved ""app stores."" Prohibited software installations include software with unknown or suspect pedigrees or software that organizations consider potentially malicious. Policies selected for governing user-installed software are organization-developed or provided by some external entity. Policy enforcement methods can include procedural methods and automated methods."
cm-11-A,CM-11,A,Establish [Assignment: organization-defined policies] governing the installation of software by users;,
cm-11-B,CM-11,B,Enforce software installation policies through the following methods: [Assignment: organization-defined methods] ; and,
cm-11-C,CM-11,C,Monitor policy compliance [Assignment: organization-defined frequency].,
cm-11.02-,CM-11.2,,Allow user installation of software only with explicit privileged status.,"Privileged status can be obtained, for example, by serving in the role of system administrator."
cm-12-,CM-12,,,"Information location addresses the need to understand where information is being processed and stored. Information location includes identifying where specific information types and information reside in system components and how information is being processed so that information flow can be understood and adequate protection and policy management provided for such information and system components. The security category of the information is also a factor in determining the controls necessary to protect the information and the system component where the information resides (see [FIPS 199](#628d22a1-6a11-4784-bc59-5cd9497b5445) ). The location of the information and system components is also a factor in the architecture and design of the system (see [SA-4](#sa-4), [SA-8](#sa-8), [SA-17](#sa-17))."
cm-12-A,CM-12,A,Identify and document the location of [Assignment: organization-defined information] and the specific system components on which the information is processed and stored;,
cm-12-B,CM-12,B,Identify and document the users who have access to the system and system components where the information is processed and stored; and,
cm-12-C,CM-12,C,"Document changes to the location (i.e., system or system components) where the information is processed and stored.",
cm-12.01-,CM-12.1,,Use automated tools to identify [Assignment: organization-defined information by information type] on [Assignment: organization-defined system components] to ensure controls are in place to protect organizational information and individual privacy.,The use of automated tools helps to increase the effectiveness and efficiency of the information location capability implemented within the system. Automation also helps organizations manage the data produced during information location activities and share such information across the organization. The output of automated information location tools can be used to guide and inform system architecture and design decisions.
cp-01-,CP-1,,,"Contingency planning policy and procedures address the controls in the CP family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of contingency planning policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to contingency planning policy and procedures include assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure."
cp-01-A,CP-1,A,"Develop, document, and disseminate to [Assignment: organization-defined organization-defined personnel or roles]:",
cp-01-A.1,CP-1,A.1,"[Selection: organization-level, mission/business process-level, system-level] contingency planning policy that:",
cp-01-A.1.A,CP-1,A.1.A,"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",
cp-01-A.1.B,CP-1,A.1.B,"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",
cp-01-A.2,CP-1,A.2,Procedures to facilitate the implementation of the contingency planning policy and the associated contingency planning controls;,
cp-01-B,CP-1,B,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the contingency planning policy and procedures; and",
cp-01-C,CP-1,C,Review and update the current contingency planning:,
cp-01-C.1,CP-1,C.1,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events] ; and,
cp-01-C.2,CP-1,C.2,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,
cp-02-,CP-2,,,"Contingency planning for systems is part of an overall program for achieving continuity of operations for organizational mission and business functions. Contingency planning addresses system restoration and implementation of alternative mission or business processes when systems are compromised or breached. Contingency planning is considered throughout the system development life cycle and is a fundamental part of the system design. Systems can be designed for redundancy, to provide backup capabilities, and for resilience. Contingency plans reflect the degree of restoration required for organizational systems since not all systems need to fully recover to achieve the level of continuity of operations desired. System recovery objectives reflect applicable laws, executive orders, directives, regulations, policies, standards, guidelines, organizational risk tolerance, and system impact level.

Actions addressed in contingency plans include orderly system degradation, system shutdown, fallback to a manual mode, alternate information flows, and operating in modes reserved for when systems are under attack. By coordinating contingency planning with incident handling activities, organizations ensure that the necessary planning activities are in place and activated in the event of an incident. Organizations consider whether continuity of operations during an incident conflicts with the capability to automatically disable the system, as specified in [IR-4(5)](#ir-4.5) . Incident response planning is part of contingency planning for organizations and is addressed in the [IR](#ir) (Incident Response) family."
cp-02-A,CP-2,A,Develop a contingency plan for the system that:,
cp-02-A.1,CP-2,A.1,Identifies essential mission and business functions and associated contingency requirements;,
cp-02-A.2,CP-2,A.2,"Provides recovery objectives, restoration priorities, and metrics;",
cp-02-A.3,CP-2,A.3,"Addresses contingency roles, responsibilities, assigned individuals with contact information;",
